tmdb_id,title,release_date,year,overview,vote_average,vote_count,popularity,poster_path
623034,The Haunted,2018-10-13,2018,"In a rambling, isolated house, Emily’s first night-shift as carer to an elderly dementia patient turns into a nightmare as she is tormented by a vengeful spirit and uncovers the house's dark secrets.",6.4,75,6.6759,/1MSE3VYrosSTLL6Mze6hvKrIRyo.jpg
762504,Nope,2022-07-20,2022,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",6.828,4614,5.6984,/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg
360784,Hidden,2015-09-15,2015,A family takes refuge in a fallout shelter to avoid a dangerous outbreak.,6.909,1100,6.3217,/mPuaHaczkoJDzlYD9GyXiDjMXig.jpg
661348,Cow,2022-01-14,2022,"A close-up portrait of the daily lives of a pair of cows: told by way of some narrative-free, intimate POV photography, with plenty of close shot images, we follow the daily routine of these animals as they live what can only be described as mundane, boring lives - all with an ultimate purpose within the human food chain.",6.377,61,6.8753,/faszRX0wSzGqjIzDXt79H9ibsXa.jpg
765245,Swan Song,2021-12-17,2021,"In the near future, Cameron Turner is diagnosed with a terminal illness. Presented with an experimental solution to shield his wife and son from grief, he grapples with altering their fate in this thought-provoking exploration of love, loss, and sacrifice.",7.1,558,6.8901,/zzCdikGD9Qa5NT8lZtUv9dXNgsm.jpg
646473,Dear Zoe,2022-11-04,2022,Tess enlists her biological father – a lovable slacker from the wrong side of the tracks – and the charming juvenile delinquent next door to help her come to grips with the death of her little sister.,6.2,65,6.5076,/rqAhYRbOjgPSVzxKYXV9t6gm5fi.jpg
310568,The Summer of Sangaile,2015-07-29,2015,"Seventeen-year-old Sangaile is fascinated by stunt planes. She meets a girl her age at the summer aeronautical show, nearby her parents' lakeside villa. Sangaile allows Auste to discover her most intimate secret and in the process finds in her teenage love, the only person that truly encourages her to fly.",6.4,107,6.6875,/uZbVPLFhUS2YgNRnQ5lFQp56io7.jpg
458080,Filmworker,2018-05-11,2018,"The story of Leon Vitali, who surrendered his promising acting career to become Stanley Kubrick's devoted right-hand man.",7.099,76,7.0554,/qmZDdrb0nwrV6UMNQQWQh60t7pq.jpg
635731,Pig,2021-07-16,2021,A truffle hunter who lives alone in the Oregon wilderness must visit Portland to find the mysterious person who stole his beloved foraging pig.,6.6,1617,6.7292,/1InMm4Mbjx8wCKvIy5gglo5i3HN.jpg
506464,The Awakener,2018-11-01,2018,"Miguel is a federal agent, highly trained and skilled in weapons. After experiencing trauma in his personal life, he sets out on a journey of revenge, assuming the identity of a masked vigilante. The Awakener decides to do justice with his own hands by exterminating corrupt politicians.",6.5,151,7.0559,/s9BXI7nQodknf2O9JDe3osSAPCl.jpg
980489,Gran Turismo,2023-08-09,2023,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,7.7,3179,6.5798,/51tqzRtKMMZEYUpSYkrUE7v9ehm.jpg
335787,Uncharted,2022-02-10,2022,"A young street-smart, Nathan Drake and his wisecracking partner Victor “Sully” Sullivan embark on a dangerous pursuit of “the greatest treasure never found” while also tracking clues that may lead to Nathan’s long-lost brother.",6.884,6505,6.6627,/rJHC1RUORuUhtfNb4Npclx0xnOf.jpg
316029,The Greatest Showman,2017-12-20,2017,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",7.87,9809,6.8761,/b9CeobiihCx1uG1tpw8hXmpi7nm.jpg
464052,Wonder Woman 1984,2020-12-16,2020,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,6.387,8844,7.1667,/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg
556803,The Princess Switch,2018-10-25,2018,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",6.995,2251,6.2685,/A8XgZE8CsHiYN243MEd07GLCep.jpg
1076897,Kaamelott: The Second Chapter (Part I),2025-10-22,2025,"After reclaiming Kaamelott from Lancelot's tyrannical rule, Arthur spares his life, defying Celtic gods. Knights must prove themselves for Table Round seats while Arthur faces new threats as king.",6.352,61,6.7215,/wcyCxRZ9XLoQYQigV33egY7dQgR.jpg
383498,Deadpool 2,2018-05-15,2018,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,7.489,18755,7.2688,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg
776503,CODA,2021-08-13,2021,"As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",7.904,2430,6.4525,/BzVjmm8l23rPsijLiNLUzuQtyd.jpg
796185,The Three Musketeers: D'Artagnan,2023-04-05,2023,"D'Artagnan, a spirited young Gascon, is left for dead after trying to save a noblewoman from being kidnapped. Once in Paris, he tries by all means to find his attackers, unaware that his quest will lead him to the very heart of a war where the future of France is at stake. Aided by King's Musketeers Athos, Porthos and Aramis, he faces the machinations of villainous Cardinal Richelieu and Milady de Winter, while falling in love with Constance, the Queen's confidante.",6.933,1330,6.1913,/hfExJPcbBtDeFDEb7I1By72Drlr.jpg
613614,Citizens Of The World,2020-02-20,2020,Three Italian retirees embark on a journey to find a new country to live in.,6.7,80,6.3301,/jJHr9FjHKDdFAOQG4ethILjAvcN.jpg
381518,Mindhorn,2016-10-09,2016,"A washed up actor best known for playing the title character in the 1980s detective show ""Mindhorn"" must work with the police when a serial killer says that he will only speak with Detective Mindhorn, whom he believes to be real.",6.078,309,6.177,/1cg6oZo7C7iqYTZgbfOvscAFiP2.jpg
300671,13 Hours: The Secret Soldiers of Benghazi,2016-01-14,2016,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,7.3,3793,6.179,/AskDcQ6Sa6jImyt2KDQbgRuPebH.jpg
376004,Adulterers,2016-01-05,2016,"A man who returns home to find his wife cheating on him on their anniversary. He holds her and her naked and humiliated lover captive at gunpoint while he decides whether or not he's going to kill them. The story, inspired by true events, takes place over one day and is set in New Orleans during a stifling heat wave.",6.0,101,6.727,/pJLmZBruOmn2c9mYWe3h1xcXaA0.jpg
742391,Final Set,2021-06-16,2021,"Thomas was once renowned as a young tennis prodigy, but never had the career he hoped for. At 37, despite his declining physical fitness and shattered knee he decides to compete in the intense qualifying rounds of the French Open at Roland-Garros for one last attempt at glory. Although his wife Eve and mother Judith advise him to give up, Thomas obsessively pushes forward. He will have to fight his own demons and will ultimately face a determined young player who reminds him of his younger self.",6.1,179,8.1375,/qmHWh6ip3yxDCkVJ75K0mVqRrO5.jpg
626332,Flamin' Hot,2023-03-11,2023,"The inspiring true story of Richard Montañez, the Frito Lay janitor who channeled his Mexican American heritage and upbringing to turn the iconic Flamin' Hot Cheetos into a snack that disrupted the food industry and became a global pop culture phenomenon.",7.968,776,6.7483,/a7KyFMPXj0iY4EoLq1PIGU1WJPw.jpg
965150,Aftersun,2022-10-21,2022,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories fill the gaps between camcorder footages as she tries to reconcile the father she knew with the troubled man she didn't.,7.7,1678,7.1508,/evKz85EKouVbIr51zy5fOtpNRPg.jpg
407172,Summer Villa,2016-07-23,2016,"Although a successful romance novelist, Terry Russell hasn't had luck in her own love life. After a disastrous first date with cocky, hot-shot New York chef Matthew Everston, she retreats to her friend's French villa for the summer to finish her latest novel, with her reluctant teenage daughter in tow.",6.343,99,6.4003,/npiWf0kTKOHyQoPnmL7HOfbNAhL.jpg
402331,Hard Target 2,2016-07-14,2016,"Forced into a deadly cat-and-mouse game, a disgraced mixed martial arts fighter is hunted through the jungles of Southeast Asia.",6.213,296,6.7067,/jO8C2AIIdFyi5ceI6whev0RYt0k.jpg
470610,Endless,2020-04-09,2020,"When madly in love high school graduates Riley and Chris are separated by a tragic car accident, Riley blames herself for her boyfriend's death while Chris is stranded in limbo. Miraculously, the two find a way to connect. In a love story that transcends life and death, both Riley and Chris are forced to learn the hardest lesson of all: letting go.",6.7,216,6.7747,/1ZViaX2oRnI0uM3Gf87Z7eCZ3hE.jpg
1209217,Case Closed: The Million-Dollar Pentagram,2024-04-12,2024,"A message has arrived from Kid the Phantom Thief, that he will steal a Japanese sword belonging to wealthy Onoe Family in Hakodate, Hokkaido. Conan and Heiji Hattori, who happened to be in Hakodate, are on the case to capture Kid. Coincidentally the family lawyer of Onoe is found murdered in the warehouse district, apparently slaughtered by a Japanese sword. The suspect is an investor/arms dealer who is said to be after Onoe family’s hidden treasure. In the North among cherry blossoms, the exciting hunt for treasure begins!",6.8,63,7.0934,/ctboIRYQHYJMge6M6fgcwrhREsj.jpg
518158,Leprechaun Returns,2018-12-11,2018,A group of unwitting sorority sisters accidentally awaken the serial-killing Leprechaun after they build a sorority house on his hunting grounds.,6.126,653,6.9395,/7kToQsV04Jel1ob7VJ471LDz7wD.jpg
293167,Kong: Skull Island,2017-03-08,2017,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",6.55,10882,6.7154,/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg
595867,On a Magical Night,2019-10-09,2019,"After 20 years of marriage, Maria decides to leave her husband. She moves into room 212 at the hotel across the street, with a bird’s-eye view of her apartment, her husband and the life she shared with him. While she wonders if she made the right decision, many of the people in her life offer their opinions on the matter. They intend to let her know, whether she likes it or not, on what proves to be a life-changing evening.",6.22,252,6.6553,/l44RScRCr5AJJtonRatFgmOFRZ0.jpg
446101,Assassination Nation,2018-09-21,2018,"After an anonymous hacker begins leaking the private data of thousands living in a small American town, the townspeople spiral into madness, with four high school seniors at the center of the maelstrom.",6.252,870,6.021,/dMg1wPakqPx54yMzm0OuHn1jl42.jpg
380088,Asteroid: Final Impact,2015-09-19,2015,"A deadly meteor storm has been labeled a one-time celestial occurrence, but astrophysicist Steve Thomas believes something worse is yet to come. After discovering his asteroid tracking satellite is secretly being used for military surveillance, Steve leaks the truth to the press, and it costs him his reputation, his job, and his friends. With the backlash of being a whistle-blower, the pressure threatens to tear his family apart, just when Steve discovers a threat to the entire planet: a giant dark asteroid invisible to current detection systems will soon strike the Earth. Barred from using his own satellite to prove the asteroid's existence, Steve is forced to work in the shadows in a desperate attempt to save humanity.",6.1,74,6.6346,/qQwvL9kK28XX1bYvTsU8hSdUURD.jpg
718400,The Vanished,2020-08-21,2020,"A family vacation takes a terrifying turn when parents Paul and Wendy discover their young daughter has vanished without a trace. Stopping at nothing to find her, the search for the truth leads to a shocking revelation.",6.0,339,6.3169,/bYePSWEmMw9PQ9hNwMzgW1rQUtI.jpg
429197,Vice,2018-12-25,2018,"George W. Bush picks Dick Cheney, the CEO of Halliburton Co., to be his Republican running mate in the 2000 presidential election. No stranger to politics, Cheney's impressive résumé includes stints as White House chief of staff, House Minority Whip and Defense Secretary. When Bush wins by a narrow margin, Cheney begins to use his newfound power to help reshape the country and the world.",7.016,3489,6.6598,/1gCab6rNv1r6V64cwsU4oEr649Y.jpg
568467,Ammonite,2020-11-13,2020,"In 1840s England, palaeontologist Mary Anning and a young woman sent by her husband to convalesce by the sea develop an intense relationship. Despite the chasm between their social spheres and personalities, Mary and Charlotte discover they can each offer what the other has been searching for: the realisation that they are not alone. It is the beginning of a passionate and all-consuming love affair that will defy all social bounds and alter the course of both lives irrevocably.",6.9,620,5.4618,/5lx4pUHWZoOKJWsVsvurRRNW9FK.jpg
1022690,Ricky Stanicky,2024-03-07,2024,"When three childhood best friends pull a prank gone wrong, they invent the imaginary Ricky Stanicky to get them out of trouble. Twenty years later, the trio still uses the nonexistent Ricky as a handy alibi for their immature behavior. But when their spouses and partners get suspicious and demand to finally meet the fabled Mr. Stanicky, the guilty trio decide to hire a washed-up actor and raunchy celebrity impersonator to bring him to life.",6.532,725,6.5,/oJQdLfrpl4CQsHAKIxd3DJqYTVq.jpg
284052,Doctor Strange,2016-10-25,2016,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",7.418,22941,6.9526,/xf8PbyQcR5ucXErmZNzdKR0s8ya.jpg
351339,Anthropoid,2016-08-12,2016,"In December 1941, Czech soldiers Jozef Gabčík and Jan Kubiš parachute into their occupied homeland to assassinate Nazi officer Reinhard Heydrich.",7.1,1100,6.6996,/5hUghRVVkBYufftfNQkGevY5AmE.jpg
227973,The Peanuts Movie,2015-11-05,2015,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest.",6.945,1743,6.2757,/aiwdwnl7RFs1vcBanOKr13ye3wE.jpg
442249,The First Purge,2018-07-04,2018,"To push the crime rate below one percent for the rest of the year, the New Founding Fathers of America test a sociological theory that vents aggression for one night in one isolated community. But when the violence of oppressors meets the rage of the others, the contagion will explode from the trial-city borders and spread across the nation.",6.004,4128,6.0089,/litjsBoiydO6JlO70uOX4N3WnNL.jpg
482712,The Apparition,2018-02-14,2018,"Jacques Mayano, a French journalist who has lived a traumatic experience, is recruited by the Vatican to be part of a task force that must investigate the veracity of a supernatural apparition allegedly happened in a small French village.",6.0,153,7.3824,/l4TXhyNSipy6ZvkVI7BzzhYW675.jpg
281957,The Revenant,2015-12-25,2015,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",7.538,18814,6.704,/ji3ecJphATlVgWNY0B0RVXZizdf.jpg
613349,A Good Doctor,2019-12-11,2019,"On Christmas eve, Serge is the only on-call emergency doctor available. Struck by a crippling back-ache, he gets help from a pizza delivery boy who will need to step in the doctor's shoes.",6.5,325,7.2887,/7wx7VMj4eoJUXR4ZVdYVDzFStNd.jpg
540414,Dirt Music,2020-10-08,2020,"Georgie is slowly suffocating in a loveless marriage to fishing tycoon Jim Buckridge. Handsome poacher Lu is an irresistible symbol of the excitement she craves. A passionate affair follows that reveals the dark secrets in Lu’s past and forces him to take flight into the blistering heat of the outback. Georgie follows, determined to find him and bring him back.",6.228,57,7.1927,/9FbR35fAEr6vMiQLyxeCSgHkgvW.jpg
484638,15 Minutes of War,2019-01-30,2019,"February 1976. Somalian rebels hijack a school bus carrying 21 French children and their teacher in Djibouti City. When the terrorists drive it to a no-man’s-land on the border between Somalia and French territory, the French Government sends out a newly formed elite squad to rescue the hostages. Within a few hours, the highly trained team arrives to the crisis area, where the Somalian National Army has taken position behind the barbed wire on the border. The French unit is left with very few options to rescue the hostages. As the volatile situation unravels, the French men quickly come up with a daring plan: carry out a simultaneous 5 men sniper attack to get the children and the teacher out safely. A true story.",6.8,306,6.9042,/mHXzqCiAmgVhhJscGJIQH94vac0.jpg
480623,Christmas Getaway,2017-12-23,2017,"When a reservation mix-up at a mountain resort forces a newly-single travel writer to share a cabin with a handsome widower and his precocious daughter over the holidays, their lives are transformed by the magic of Christmas and the unexpected power of love.",7.0,148,6.7269,/ohBJhAI7YJrlYmnr4czCvZj1FW7.jpg
1195506,Novocaine,2025-03-12,2025,"When the girl of his dreams is kidnapped, everyman Nate turns his inability to feel pain into an unexpected strength in his fight to get her back.",6.9,1278,6.8402,/xmMHGz9dVRaMY6rRAlEX4W0Wdhm.jpg
324670,Spectral,2016-12-09,2016,A special-ops team is dispatched to fight supernatural beings that have taken over a European city.,6.524,1875,6.4606,/b38TATFWkb3TRNUIPcvGiErRzrw.jpg
274857,King Arthur: Legend of the Sword,2017-05-10,2017,"When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",6.55,5905,6.5215,/9kKXH6eJpzoFGhCbTN3FVwSQK3n.jpg
1263256,Happy Gilmore 2,2025-07-25,2025,"Happy Gilmore isn't done with golf — not by a long shot. Since his retirement after his first Tour Championship win, Gilmore returns to finance his daughter's ballet classes.",6.632,805,6.2897,/nRwDPfYUzzzUQarfMxvPlasxzpL.jpg
801335,Girl in the Basement,2021-02-27,2021,"Sara is a teen girl who is looking forward to her 18th birthday to move away from her controlling father Don. But before she could even blow out the candles, Don imprisons her in the basement of their home.",7.574,801,6.6196,/tPP9n6r5QrIKPnshnJqE7klptj2.jpg
1037051,Trust,2024-04-24,2024,"Pietro is a revered teacher, Teresa his brilliant and precocious student. Their affair is both illicit and tempestuous. After one fight, Teresa suggests that each tell the other a secret, one so shameful or shocking that were it to be made public, it would destroy that person’s life. Time passes, Pietro’s stature as a writer grows and his family settles into the comfort of a bourgeois life. But he is haunted by the possibility that Teresa may one day reappear and tear apart his world with the secret she knows.",6.404,136,6.245,/rySdSFkVfYa3zL7jhU42PcaxIgn.jpg
635891,Clerks III,2022-09-04,2022,"After narrowly surviving a massive heart attack, Randal enlists his old friend Dante to help him make a movie immortalizing their youthful days at the little convenience store that started it all.",6.01,287,5.7746,/apzIqZIQLc8fNx5nbbcSSfPFtax.jpg
715253,Phantom,2023-01-18,2023,"In 1933, when Korea was under Japanese occupation, five people in Gyeongseong are suspected to be ""Phantom"" spies of the anti-Japanese organization.",6.9,63,6.7399,/n1rxZ4wovf7BYhLNwCqde8I3I2N.jpg
659290,The Ties,2020-10-01,2020,"Naples, early 1980s. The strained marriage between Aldo and Vanda is fractured one evening when Aldo admits, unprompted, his infidelity. Equally hurt and bewildered, Vanda attempts to hide her pain from the couple's two school-age kids, lest they discover that their cramped apartment is not a home of trust and love. 30 years later, Aldo and Vanda are still tied together, but their relationship with each other and their children continues to be defined by what happened all those years ago.",6.6,180,5.6026,/sdxSGa9cqsvlOZuvRtcH2Nu0ebE.jpg
1180906,Desert Dawn,2025-05-15,2025,A newly appointed small-town sheriff and his begrudging deputy get tangled up in a web of lies and corruption involving shady businessmen and the cartel while investigating the murder of a mysterious woman.,6.6,54,7.3755,/6MpAklfzhbIqonqt54MyGciDTjS.jpg
1002088,Mission: Cross,2024-08-08,2024,"In the ultimate test of marriage, an agent-turned-househusband gets tangled in a perilous mission with his detective wife, who's clueless about his past.",6.957,141,6.0079,/aE9WqOApdRYsowsGE0118dyA4c9.jpg
809140,Father Stu,2022-04-13,2022,"The true-life story of boxer-turned-priest. When an injury ends his amateur boxing career, Stuart Long moves to Los Angeles to find money and fame. While scraping by as a supermarket clerk, he meets Carmen, a Sunday school teacher who seems immune to his bad-boy charm. Determined to win her over, the longtime agnostic starts going to church to impress her. However, a motorcycle accident leaves him wondering if he can use his second chance to help others, leading to the surprising realization that he's meant to be a Catholic priest.",7.2,689,5.4398,/pLAeWgqXbTeJ2gQtNvRmdIncYsk.jpg
634528,The Marksman,2021-01-15,2021,"Jim Hanson’s quiet life is suddenly disturbed by two people crossing the US/Mexico border – a woman and her young son – desperate to flee a Mexican cartel. After a shootout leaves the mother dead, Jim becomes the boy’s reluctant defender. He embraces his role as Miguel’s protector and will stop at nothing to get him to safety, as they go on the run from the relentless assassins.",6.801,1687,5.2216,/6vcDalR50RWa309vBH1NLmG2rjQ.jpg
522931,Hitman's Wife's Bodyguard,2021-06-14,2021,"The world’s most lethal odd couple – bodyguard Michael Bryce and hitman Darius Kincaid – are back on another life-threatening mission. Still unlicensed and under scrutiny, Bryce is forced into action by Darius's even more volatile wife, the infamous international con artist Sonia Kincaid. As Bryce is driven over the edge by his two most dangerous protectees, the trio get in over their heads in a global plot and soon find that they are all that stand between Europe and a vengeful and powerful madman.",6.7,2465,5.5227,/6zwGWDpY8Zu0L6W4SYWERBR8Msw.jpg
661374,Glass Onion: A Knives Out Mystery,2022-11-23,2022,World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.,7.038,6214,6.5571,/vDGr1YdrlfbU9wxTOdpf3zChmv9.jpg
967847,Ghostbusters: Frozen Empire,2024-03-20,2024,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second Ice Age.",6.481,1979,7.0881,/e1J2oNzSBdou01sUvriVuoYp0pJ.jpg
1248795,Art of Love,2024-03-13,2024,"After learning that the art thief she has been chasing is her ex-lover, an officer working for Interpol concocts a plan to catch him red-handed.",6.459,148,6.1273,/niVtvS9Kf8G1VDPSqurqHkaSSwm.jpg
892515,Masquerade,2022-11-01,2022,"Adrien, an attractive dancer whose career was shattered by a motorcycle accident, squanders his youth in idleness. His life changes when he meets Margot, who lives off scams and amorous manipulations.",6.767,453,7.1448,/31KgCTaOuLJsUm2cGN2OffripeD.jpg
376134,The Discovery,2017-03-31,2017,"In the near future, due to a breakthrough scientific discovery by Dr. Thomas Harbor, there is now definitive proof of an afterlife. While countless people have chosen suicide to reset their existence, others try to decide what it all means. Among them is Dr. Harbor's son Will, who has arrived at his father's isolated compound with a mysterious young woman named Isla. There, they discover the strange acolytes who help Dr. Harbor with his experiments.",6.267,1387,4.7972,/nLIDouFvreSrs8xK62zuvpEPDw0.jpg
928270,Heatwave,2022-01-17,2022,A woman's life takes an unexpected turn when she falls for her boss's wife. She must soon defend herself as she becomes entangled in a web of malice.,6.3,155,6.4644,/rtbZAMcriHlHmB24GhBRlLa29dA.jpg
899082,Harry Potter 20th Anniversary: Return to Hogwarts,2022-01-01,2022,"An enchanting making-of story told through all-new in-depth interviews and cast conversations, inviting fans on a magical first-person journey through one of the most beloved film franchises of all time.",7.305,3458,6.065,/jntLBq0MLR3hrwKaTQswxACRPMs.jpg
809910,Triumph,2021-04-30,2021,"A bright and determined teen who has mild cerebral palsy strives to be a wrestler on his high school's team and to win over the heart of a classmate, the girl of his dreams.",6.7,53,7.007,/gZJGjvoXXvE76lFilVjleAIOKSi.jpg
670292,The Creator,2023-09-27,2023,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",7.0,3579,5.3025,/3dSivDtOuyxLDxPH4v2tcNG1fP7.jpg
1058694,Radical,2023-10-19,2023,"In a Mexican border town plagued by neglect, corruption, and violence, a frustrated teacher tries an unorthodox new method to break through his students’ apathy and unlock their curiosity, their potential... and perhaps even their genius.",8.356,482,7.1086,/lOAJYpX608aT0ApIv63ZTnol27Y.jpg
573171,Little Eggs: A Frozen Rescue,2022-12-14,2022,"In the final Huevos adventure, Toto and his family will have to travel to the South Pole to fulfill their promise to return a polar bear and some Spanish penguins to their home. In order to do so, they will have to overcome some obstacles that will teach them how important teamwork is.",7.692,360,7.6317,/8xCO3IarklLD4tK1rPn0e4gSMoV.jpg
482981,Wild Rose,2019-04-12,2019,"A young Scottish singer, Rose-Lynn Harlan, dreams of making it as a country artist in Nashville after being released from prison.",6.8,345,6.2202,/79THplH9WM7y3gRPYM4dcC0IRPw.jpg
574451,Turtles All the Way Down,2024-04-27,2024,"Aza confronts her potential for love, happiness, friendship, and hope while navigating an endless barrage of invasive, obsessive thoughts.",7.307,197,6.705,/tDKlFXWCvIkP2Xl2nMdI49kzwZx.jpg
646389,Plane,2023-01-11,2023,"After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.",6.908,2525,6.2735,/qi9r5xBgcc9KTxlOLjssEbDgO0J.jpg
507256,Whitney,2018-07-05,2018,"Examines the life and career of singer Whitney Houston. Features never-before-seen archival footage, exclusive recordings, rare performances and interviews with the people who knew her best.",7.309,199,6.1772,/j1c6dTycYBMZs2T1wKA6bknLLa6.jpg
333354,Extortion,2017-01-02,2017,A doctor desperately tries to save his wife and their 5 year old son after their vacation in the Bahamas takes an unexpected turn.,6.209,308,5.7019,/nmIHFblhZ2uBGepSYzvKYFDfvhp.jpg
1137205,Last Straw,2024-09-20,2024,"A rural roadside diner becomes the host of a maniacal killing spree – leaving a young waitress to clean up the mess. After hard-headed Nancy fires the staff at her dad’s diner, she decides to cover the last shift of the night by herself. Little does she know, she is far from alone. The day is coming back to haunt her and when things begin to spiral out of control, she must fight for her life over the course of one long night.",6.147,117,7.6725,/hgpUvybRQzRK6UagoHNQRrO8sUg.jpg
484747,Little Tickles,2018-11-14,2018,"Odette is a 8-yr-old girl who loves to dance and draw. Once she has become an adult, Odette realizes she was abused, and immerses herself body and soul in her career as a dancer while trying to deal with her past.",7.358,374,7.6446,/h3oNso475RURIBQmrVkyEfwrWOS.jpg
866678,Furioza,2021-10-22,2021,"A policewoman makes her ex-boyfriend an offer he can't refuse: either he infiltrates and informs on a gang of hooligans, or his brother goes to jail.",6.312,197,6.4376,/sSIo1vG0IILxzHkLKmtFEoTbVE9.jpg
896485,Overdose,2022-11-04,2022,"Captain Sara Bellaiche, from Toulouse Judiciary Police branch, is investigating a go-fast linked to the murder of two teenagers, an investigation led by Richard Cross, from the Paris Criminal Brigade. Forced to collaborate in order to find the murderer and stop the bloody go-fast, Sara and Richard are both thrown in a breathless race against the clock on the roads of Spain and France.",6.495,185,6.1552,/gZRUmFMTAduMyMdjdETd8zn9RFK.jpg
734265,Love Hard,2021-11-05,2021,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for Christmas, only to discover that she's been catfished. But the object of her affection actually lives in the same town, and the guy who duped her offers to set them up if she pretends to be his own girlfriend for the holidays.",6.9,1554,6.6208,/oTkAFDZRLnqrXOrOwuy3Tvul0v5.jpg
842942,Bandit,2022-09-23,2022,"After escaping a Michigan prison, a charming career criminal assumes a new identity in Canada and goes on to rob a record 59 banks and jewellery stores while being hunted by a rogue task force. Based on the true story of The Flying Bandit.",6.248,385,6.7479,/yph9PAbmjYPvyvbeZvdYIhCZHEu.jpg
399566,Godzilla vs. Kong,2021-03-24,2021,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",7.6,10389,7.251,/pgqgaUx1cJb5oZQQ5v0tNARCeBp.jpg
1312157,Somebody to Love,2025-02-20,2025,"How much do we really know about ourselves when we make a decision? What if there are multiple versions of our I within us, each with something to say?",7.2,510,6.9842,/j0FOPkEflJN0nnyCvjENWZ116Mq.jpg
463843,Sweetheart,2019-01-28,2019,"Jenn has washed ashore a small tropical island and it doesn’t take her long to realize she’s completely alone. She must spend her days not only surviving the elements, but must also fend off the malevolent force that comes out each night.",6.392,388,6.3454,/xyPPBPkGbZxfS6UM4PjR5bnVfwR.jpg
595931,The Climb,2020-07-29,2020,"Kyle and Mike are best friends who share a close bond — until Mike sleeps with Kyle’s fiancée. A stormy but enduring relationship ensues between Kyle, with limitless patience, and Mike, who only lives his life by sowing discord in that of others, across many years of laughter, heartbreak, and rage.",6.066,137,5.4822,/x6f60UzIXfkFNofg7GTzMygegFc.jpg
828613,About Fate,2022-09-08,2022,"Two strangers believe in love but never seem to be able to find its true meaning. In a wild twist of events, fate puts each in the other's path on one stormy New Year's Eve.",7.5,481,6.3228,/fabZkaVHYJ67KbZx7oFoitauX34.jpg
1114513,Speak No Evil,2024-09-11,2024,"When an American family is invited to spend the weekend at the idyllic country estate of a charming British family they befriended on vacation, what begins as a dream holiday soon warps into a snarled psychological nightmare.",7.183,1808,7.1629,/dA4N6uWOnEMgbxXwFX7qX7adzs8.jpg
533444,Waves,2019-11-15,2019,A controlling father’s attempts to ensure that his two children succeed in high school backfire after his son experiences a career-ending sports injury. Their familial bonds are eventually placed under severe strain by an unexpected tragedy.,7.359,774,6.1865,/3xbjL0z8iH8e8L3USyeKGQrBfuZ.jpg
474764,The Lodge,2020-01-16,2020,"When a father is forced to abruptly depart for work, he leaves his children, Aidan and Mia, at their holiday home in the care of his new girlfriend, Grace. Isolated and alone, a blizzard traps them inside the lodge as terrifying events summon specters from Grace's dark past.",6.111,1348,6.7886,/yake2myhbW7c6dKbmwYDy1i40bm.jpg
